"cjxiaoqu","constructionTime","bankuai","communityAverage","elevator","subway","school","hospital","supermarket"
"芳嘉园胡同",2003,"朝阳门内",127805,1,1,0,0,0
"南门仓胡同",2004,"朝阳门内",83265,1,1,0,1,0
"仓南胡同院",2009,"朝阳门内",45887,1,0,1,1,0
"东方银座",1998,"朝阳门内",97830,1,1,1,0,0
"南弓匠营胡同",1992,"朝阳门内",132045,1,1,0,0,0
"吉祥里",1990,"朝阳门内",96480,1,1,1,0,0
"海运仓小区",2004,"朝阳门内",37937,1,0,0,1,1
"朝阳门北小街",2002,"朝阳门内",46335,1,0,0,1,1
"大方家胡同",2003,"朝阳门内",50952,1,1,0,1,0
"金桥国际",1987,"朝阳门内",106452,1,1,1,0,1
"朝阳门南小街",2004,"朝阳门内",60013,1,0,0,1,1
"工体",2008,"朝阳门外",76413,1,1,0,1,0
"市场街",1982,"朝阳门外",66784,1,1,1,1,1
"朝外MEN",1987,"朝阳门外",102139,1,1,1,1,1
"大钱市胡同",1985,"朝阳门外",109989,1,1,0,0,1
"工体北路",2006,"朝阳门外",42324,1,1,1,0,0
"广通苑",2010,"朝阳门外",47992,1,0,0,1,1
"昆泰国际公寓",1990,"朝阳门外",91292,1,1,1,1,0
"日坛晶华",2004,"朝阳门外",38491,1,0,1,1,1
"京华豪园",1980,"朝阳门外",73525,1,1,0,1,1
"港湾国际",1978,"朝阳门外",103458,1,1,1,1,0
"麒麟公馆",2007,"朝阳门外",89993,1,1,0,0,1
"聚龙花园",2005,"朝阳门外",67738,1,0,0,0,0
"东直门南大街",1997,"朝阳门外",92729,1,0,1,1,0
"万国城MOMA",1992,"朝阳门外",77781,1,0,0,0,0
"农科院",1980,"朝阳门外",66495,1,1,0,0,1
"康泽园",1994,"朝阳门外",117634,1,1,1,1,0
"柳芳北里",2011,"朝阳门外",54156,1,1,0,0,1
"康静里",2013,"朝阳其它1",44688,1,0,0,0,1
"柳巷院",2005,"车公庄",113247,1,0,0,1,1
"三里河居民区",1986,"车公庄",49782,0,0,1,1,1
"京桥国际公馆",1992,"车公庄",80822,1,1,0,0,1
"文兴街",1990,"车公庄",80217,1,1,0,1,0
"车公庄大街",1991,"车公庄",99446,1,1,1,1,1
"文兴街院",1999,"车公庄",78508,1,1,0,0,0
"五栋大楼",1986,"车公庄",67009,1,1,1,1,1
"百万庄大街甲院",2001,"车公庄",55992,1,1,1,0,1
"后桃园胡同院",2007,"车公庄",101916,1,1,0,1,0
"团结大院",2005,"车公庄",70081,1,1,1,0,1
"北礼士路院",1992,"车公庄",80332,1,1,0,0,1
"博雅德园",2008,"车公庄",80438,1,1,0,1,0
"车公庄中里",2003,"车公庄",81801,1,0,0,0,1
"铁路巷",2000,"车公庄",97649,1,1,1,0,0
"冠英园小区",1983,"车公庄",73123,1,1,0,0,1
"大乘巷",2010,"车公庄",50684,1,1,0,0,0
"国英园",2006,"车公庄",79901,1,1,0,0,0
"百万庄院",1983,"车公庄",80408,0,0,0,1,0
"南露园",1995,"车公庄",56659,1,1,0,1,0
"官苑",1998,"车公庄",45724,1,0,0,0,0
"车公庄北里",2005,"车公庄",48244,1,1,1,1,1
"北礼士路",1990,"车公庄",64989,1,1,0,0,0
"成寿寺路院",1999,"成寿寺",45804,1,1,0,0,1
"尚三环",2004,"成寿寺",50663,1,1,1,0,0
"宋庄路甲院",2000,"成寿寺",36201,1,0,1,1,1
"广顺园",2006,"成寿寺",85870,1,1,0,1,0
"静馨嘉苑",1982,"成寿寺",66744,1,1,0,1,0
"世华水岸C区",2008,"成寿寺",102029,1,1,1,0,1
"文成建筑",1997,"成寿寺",39177,0,0,1,0,0
"建予园",1992,"成寿寺",87485,1,1,0,0,0
"方安苑",2005,"成寿寺",96280,1,1,0,0,1
"四方景园一区",1980,"成寿寺",87274,0,1,0,1,0
"苇子坑院",2001,"成寿寺",38243,1,1,0,1,1
"嘉和人家",2004,"成寿寺",103264,1,1,0,0,0
"定安里",1986,"成寿寺",58282,1,1,0,0,0
"芳星园二区",1982,"成寿寺",65931,1,1,0,1,0
"南方庄小区",2005,"成寿寺",41805,1,0,1,0,0
"四方景园五区",1998,"成寿寺",74745,1,1,0,0,1
"天下儒寓",1996,"成寿寺",75302,1,1,1,1,0
"芳星园一区",2003,"成寿寺",33905,1,0,1,1,0
"冠城名敦道",1988,"成寿寺",54134,1,1,1,0,0
"华芳园",2002,"成寿寺",60338,1,1,0,1,0
"彩虹城二区",2002,"成寿寺",43210,1,1,0,0,1
"四方景园四区",1990,"成寿寺",67384,1,0,0,0,0
"四方景园三区",1993,"成寿寺",37824,1,0,0,1,1
"农光南路",2015,"成寿寺",76071,1,0,0,1,1
"彩虹城三区",2001,"成寿寺",91516,1,1,1,1,1
"四方景园二区",2000,"成寿寺",90138,1,1,0,1,0
"芳星园三区",2011,"成寿寺",57942,1,0,1,0,0
"世纪星",2005,"成寿寺",60403,1,0,1,0,1
"石榴园南里小区",2014,"成寿寺",43901,1,1,1,0,1
"清逸园",2003,"成寿寺",44880,1,0,1,0,1
"彩虹城四区",1985,"成寿寺",54338,1,1,1,1,0
"南顶村",1995,"成寿寺",107251,1,1,0,0,1
"南街铁路小区",2008,"城子",26885,0,0,0,1,1
"石泉砖厂A区",2008,"城子",65533,1,0,0,0,0
"东四块玉北街",2016,"崇文门",58575,1,1,1,0,1
"方家村",1980,"崇文门",67995,1,1,1,0,1
"恒基中心",1958,"崇文门",86271,0,1,1,0,0
"花市枣苑二期",1983,"崇文门",90778,1,1,0,0,0
"丽水湾畔家园",2001,"崇文门",108193,1,1,1,0,1
"苏州胡同",2006,"崇文门",74274,1,1,1,0,0
"台基厂三条",1964,"崇文门",75673,1,1,1,1,0
"保利西山林语别墅",1981,"崇文门",94302,1,1,1,1,0
"朝阳门内大街院",1982,"崇文门",102916,0,1,1,0,0
"和乔丽晶一期",1982,"崇文门",56265,0,1,0,0,0
"花市枣苑三期",2002,"崇文门",63959,1,1,0,1,1
"本家润园一期",2007,"崇文门",95438,1,0,0,0,1
"国瑞城东区",2005,"崇文门",59848,1,1,1,0,0
"国瑞城西区",1991,"崇文门",60436,1,0,0,0,0
"金鱼池东区",2003,"崇文门",80932,1,1,0,1,0
"金鱼池中区",1992,"崇文门",82644,1,1,0,1,1
"北京上舍",1986,"崇文门",87534,1,0,0,1,1
"崇文门东大街",1988,"崇文门",93628,1,1,1,1,0
"东交民巷院",2003,"崇文门",106132,1,1,0,1,1
"广渠门内大街",2004,"崇文门",44883,1,0,1,1,1
"乐成公馆",1981,"崇文门",79165,1,1,1,0,0
"领行国际",2009,"崇文门",85921,1,1,1,1,0
"绿景馨园",1987,"崇文门",82347,1,0,0,1,1
"天娇园",2009,"崇文门",43252,1,1,1,0,1
"富贵园四区",1994,"崇文门",80321,1,1,0,0,0
"金鱼池西区",2002,"崇文门",38520,1,0,1,0,0
"富力城E区",1997,"崇文门",39835,1,0,1,0,0
"台基厂头条院",2013,"崇文门",107540,1,1,1,1,0
"板厂南里",2004,"崇文门",44842,1,0,0,0,0
"保利蔷薇",2003,"崇文门",45820,1,1,1,0,1
"国瑞城中区",1998,"崇文门",75155,1,1,0,0,0
"东方财富",2008,"崇文门",90220,1,0,0,0,0
"绿景苑",1998,"崇文门",59060,1,0,1,0,1
"太华公寓",2013,"崇文门",89487,1,1,0,0,0
"安化北里",2000,"崇文门",43281,1,0,1,1,0
"东花市北里东区",2000,"崇文门",57540,1,1,1,1,0
"富贵园一区",2002,"崇文门",62470,1,1,1,0,1
"前门东大街",2003,"崇文门",51192,1,0,1,1,1
"培新街乙院",2005,"崇文门",51678,1,1,0,1,0
"东环居苑",1980,"崇文门",128756,0,0,1,0,1
"法华南里",2006,"崇文门",36923,1,0,0,0,0
"水上华城",2002,"崇文门",152118,1,1,1,1,1
"久居雅园",1981,"崇文门",65718,0,0,0,1,0
"本家润园三期",1988,"崇文门",54318,1,1,0,0,0
"广渠家园",1996,"崇文门",69881,1,1,0,1,0
"东花市北里中区",2008,"崇文门",68910,1,1,1,1,1
"AM新坐标",1992,"崇文门",82002,1,1,1,0,0
"时代龙和",1996,"崇文门",58444,1,0,0,0,1
"百环家园",2011,"崇文门",48886,1,0,0,1,0
"芳城园一区",1995,"崇文门",39243,1,0,1,1,0
"龙泽苑西区",2009,"崇文门",59025,1,0,0,1,1
"松林庄",1983,"大红门",73119,1,1,1,0,0
"东高地",1988,"大红门",122334,1,1,0,1,1
"和义东里三区",1985,"大红门",65969,0,1,0,1,1
"临泓路院",1990,"大红门",84458,1,1,1,1,0
"和义西里四区",2009,"大红门",40470,1,1,1,1,1
"康乐园",1993,"大红门",43766,1,0,0,0,0
"马家堡甲院",2004,"大红门",50554,1,1,0,0,1
"同仁园",1998,"大红门",68279,1,1,0,1,1
"大红门东门里",2004,"大红门",104621,1,0,0,0,0
"苗圃西里",2002,"大红门",82323,0,1,0,0,0
"南苑北里二区",1995,"大红门",85845,1,0,1,0,1
"和义东里二区",1986,"大红门",77104,1,1,1,0,1
"京华苑",2003,"大红门",94204,1,0,0,1,1
"建欣苑二里",2006,"大红门",42386,1,1,1,1,1
"建欣苑五里",2000,"大红门",42943,1,1,1,1,1
"久敬佳园三区",2004,"大红门",50133,1,1,1,1,0
"恒松园",1980,"大红门",75179,1,1,1,1,0
"建欣苑三里",2010,"大红门",103324,1,1,1,1,0
"双城公寓",2008,"大红门",90299,1,0,0,0,0
"和义东里四区",2007,"大红门",86631,1,1,0,1,1
"和义东里五区",1991,"大红门",86953,1,0,0,1,1
"海户西里院",1977,"大红门",68304,0,1,1,0,1
"和义西里二区",1988,"大红门",74848,1,1,1,1,0
"和义东里一区",1992,"大红门",38558,1,0,0,0,0
"南苑北里一区",2010,"大红门",62947,1,1,1,1,0
"久敬佳园二区",1994,"大红门",43463,1,0,1,1,1
"和义西里三区",1996,"大红门",57934,1,1,1,0,1
"久敬佳园一区",2008,"大红门",51238,1,0,0,1,0
"南苑北里三区",2000,"大红门",77187,1,1,1,0,1
"世嘉丽晶",2000,"大红门",28671,1,0,0,1,0
"司达小区",2005,"大红门",30846,0,1,1,1,1
"建欣苑四里",1990,"大红门",64917,1,0,0,1,0
"克拉",2001,"大红门",49581,1,0,0,0,1
"石榴园北里小区",1988,"大红门",96866,1,1,0,1,0
"大城小镇",2012,"大红门",52370,1,0,1,1,0
"鸿坤花语墅",1983,"大望路",62062,1,1,0,0,1
"非常生活",2010,"大望路",36569,1,0,0,0,0
"乐成豪丽",1995,"大望路",96235,1,1,0,1,1
"诚苑南里",2003,"大望路",51427,0,1,0,1,0
"华腾园",1996,"大望路",47794,1,0,1,0,0
"华威西里",1987,"大望路",59270,1,1,1,0,0
"润西山苑",2000,"大峪",43884,1,1,1,0,1
"三家店西宁路",1985,"大峪",47347,1,0,1,0,0
"三家店新建路",1986,"大峪",48740,1,0,0,1,1
"石门营新区五区",1980,"大峪",62021,1,0,0,0,0
"矿桥东街",1987,"大峪",91091,1,1,1,0,0
"葡东小区",2008,"大峪",87766,1,1,0,1,0
"剧场东街",1995,"大峪",42163,1,0,1,0,0
"绮霞苑",2000,"大峪",49268,1,0,1,0,1
"高家园二路院",2009,"大峪",37402,1,1,1,0,0
"双锦园",2004,"大峪",62417,1,1,1,0,0
"七星园",2009,"大峪",62070,1,0,0,0,1
"北三环中路",2000,"德胜门",36167,1,0,0,1,1
"冰窖口胡同",2005,"德胜门",41165,1,1,1,1,1
"德外大街甲",2000,"德胜门",54289,1,0,1,0,0
"京投万科金域公园",2010,"德胜门",99095,1,1,1,0,0
"美华世纪",1990,"德胜门",128359,1,1,1,1,1
"青年湖西里",2004,"德胜门",38599,1,0,0,1,0
"上龙嘉园",1995,"德胜门",54439,1,1,0,1,1
"光泽胡同",2011,"德胜门",46506,1,0,1,1,1
"红联村",1997,"德胜门",61892,1,1,0,1,0
"丽都东方国际公寓",1984,"德胜门",93960,1,1,1,1,1
"前马厂胡同",2003,"德胜门",137111,1,0,0,1,0
"北广家园",1993,"德胜门",91041,1,1,1,0,1
"北土城西路院",1992,"德胜门",94379,1,1,1,1,0
"大石桥胡同院",1987,"德胜门",102929,1,1,1,1,1
"德胜佳苑",1985,"德胜门",104492,0,0,1,0,1
"德外大街院",1980,"德胜门",104574,1,1,0,1,0
"观河锦苑",2005,"德胜门",53661,1,0,1,0,1
"航南小区",1995,"德胜门",63584,1,0,0,1,0
"花园东路院",2002,"德胜门",70080,1,1,0,0,0
"京友公寓",1960,"德胜门",86818,1,0,1,1,1
"峻峰华亭",2003,"德胜门",91803,1,1,1,1,1
"朗家胡同院",1991,"德胜门",94490,1,1,0,0,1
"绿城百合公寓栖霞苑",1990,"德胜门",112605,1,1,0,0,0
"安德东里",1990,"德胜门",79389,1,1,0,0,0
"电车厂宿舍",1958,"德胜门",101480,0,0,0,1,0
"方宝苑",1990,"德胜门",114033,1,1,1,1,1
"六铺炕一区院",2006,"德胜门",87457,1,1,1,0,0
"什坊街院",1993,"德胜门",34555,1,0,0,0,1
"文慧园北路乙",2004,"德胜门",65074,1,1,1,1,1
"文慧园路甲",2005,"德胜门",65465,1,0,1,0,1
"德胜凯旋",1991,"德胜门",90624,1,1,1,1,1
"湖景苑",2000,"德胜门",44780,0,0,1,0,1
"劲松九区",2004,"德胜门",65799,1,0,0,1,1
"塔院胡同",2003,"德胜门",36861,1,1,1,0,0
"太极小区",1994,"德胜门",37542,1,1,1,1,1
"安德路乙院",2005,"德胜门",53232,1,1,1,0,0
"花园公寓",1983,"德胜门",102539,1,1,1,0,0
"华展国际公寓",2003,"德胜门",104241,1,1,1,0,1
"华尊大厦",1990,"德胜门",104664,1,1,0,0,0
"金谷园",2007,"德胜门",141922,1,1,1,1,0
"什坊街",2001,"德胜门",60427,1,0,0,0,1
"盛晖嘉园",1992,"德胜门",60800,1,0,1,0,0
"北京邮电大学",2005,"德胜门",90807,1,1,1,0,0
"城建小区",1984,"德胜门",99216,1,1,1,0,1
"德胜里西街院",2009,"德胜门",106969,1,1,1,0,0
"红联南村院",2000,"德胜门",53324,1,0,0,0,0
"华龙大厦",2009,"德胜门",56808,1,0,0,1,0
"善缘嘉园",2007,"德胜门",94584,1,0,0,1,0
"惠新西街院",1979,"德胜门",79366,1,1,1,1,1
"交科院",1986,"德胜门",87923,1,0,0,0,0
"德外大街乙院",1988,"德胜门",87507,1,1,1,0,1
"京师吉地",1988,"德胜门",50132,1,0,0,0,0
"软件园小区",1999,"德胜门",70059,1,0,1,0,1
"三里河三区",1990,"德胜门",72455,1,1,1,0,1
"文联宿舍",2006,"德胜门",42044,0,1,0,1,0
"德胜门西大街",2006,"德胜门",53659,1,0,1,1,0
"芳群园一区",1988,"德胜门",58192,1,1,1,0,1
"健翔园",1981,"德胜门",110543,1,1,0,0,1
"满庭芳园",2010,"德胜门",45254,1,1,0,0,0
"首体家属院",2004,"德胜门",66551,1,0,1,0,1
"双花园西里",2003,"德胜门",68178,1,1,1,1,0
"明光北里",2004,"德胜门",103883,1,1,1,0,1
"人定湖西里",2004,"德胜门",32517,1,0,0,0,0
"师大北路院",1993,"德胜门",37896,1,0,1,0,1
"大井胡同",1992,"德胜门",57053,1,1,0,1,1
"罗庄南里",1988,"德胜门",59124,0,1,0,1,1
"蓟门北里",1973,"德胜门",46904,0,1,0,1,1
"国风北京二期",2009,"德胜门",77472,1,1,1,0,0
"人定湖北巷",1994,"德胜门",42325,1,0,1,0,0
"蓟门南里",2005,"德胜门",91180,1,0,1,1,1
"锦秋知春",1997,"德胜门",38705,1,0,0,0,1
"索家坟",1988,"德胜门",84983,1,1,1,0,1
"塔院胡同院",1996,"德胜门",85290,1,0,1,0,1
"天兆家园",1996,"德胜门",98353,1,0,1,1,1
"文慧园",2013,"德胜门",44889,1,0,0,0,0
"罗庄东里",1992,"德胜门",74746,1,0,0,0,1
"沁春家园",1994,"德胜门",86883,1,1,1,1,1
"六铺炕一区",1989,"德胜门",100239,1,1,0,1,1
"北太庄路",1990,"德胜门",95667,1,1,0,0,0
"风雅园二区",1978,"德胜门",56798,1,1,0,1,1
"安慧里四区",1994,"德胜门",47734,1,0,0,0,0
"牡丹园西里",2003,"德胜门",53315,1,1,0,0,1
"红联北村",2012,"德胜门",40051,1,0,1,0,0
"花园路院",2005,"德胜门",43196,1,0,1,1,1
"太阳园",2006,"德胜门",50960,1,1,1,0,0
"北影小区",1985,"德胜门",84131,1,1,1,0,0
"德胜里一区",2001,"德胜门",50014,1,1,1,1,0
"牡丹园东里",1993,"德胜门",55055,1,1,0,0,0
"金尚嘉园",1998,"德胜门",79570,1,0,1,0,1
"太月园",2005,"德胜门",55507,1,1,0,1,1
"龙翔路小区",1991,"德胜门",39381,1,0,1,1,0
"蓟门东里",1988,"德胜门",66670,1,1,0,0,1
"风雅园三区",1989,"德胜门",50104,1,1,0,0,0
"教场口院",2008,"德胜门",41980,1,1,0,1,1
"塔院小区",2007,"德胜门",46505,1,1,1,0,1
"双旗杆东里",1999,"德胜门",37601,1,0,1,1,1
"佰嘉城",2008,"德胜门",62595,1,1,0,0,0
"马甸南村",1993,"德胜门",53301,1,1,1,1,0
"田园风光雅苑",2001,"德胜门",38156,1,0,1,0,0
"柏树胡同",2000,"灯市口",32068,0,0,1,0,1
"灯市口大街院",2016,"灯市口",54719,1,0,0,1,1
"灯市口西街院",2003,"灯市口",54729,1,1,0,1,1
"建国门内大街",1982,"灯市口",95448,0,1,1,1,1
"美术馆东街",2004,"灯市口",128489,1,1,1,0,1
"史家胡同",2003,"灯市口",64109,1,1,1,0,0
"安定门东大街",2002,"灯市口",81813,1,1,0,1,0
"灯市口大街",2008,"灯市口",104613,1,1,0,1,0
"东厂北巷",2000,"灯市口",111889,1,1,0,0,1
"东厂北巷院",1995,"灯市口",114411,1,1,1,1,1
"东厂胡同",2003,"灯市口",117042,0,1,0,1,1
"甘雨胡同",1986,"灯市口",46789,1,0,0,1,0
"同福夹道",2003,"灯市口",72082,1,1,1,0,1
"北窑地",2002,"灯市口",78197,1,1,0,0,1
"甘雨胡同院",2003,"灯市口",103018,1,1,1,0,1
"灯市口西街",2000,"灯市口",109704,1,1,0,1,0
"景泰西里西区",1978,"灯市口",66171,0,1,0,1,0
"金色漫香林一期",1996,"灯市口",118375,1,1,0,0,1
"定福庄东街",2003,"定福庄",55991,1,1,0,1,1
"定福庄中学",1993,"定福庄",56542,1,0,1,0,1
"管庄北二里",2010,"定福庄",43824,1,0,1,0,0
"首开畅心园",2016,"定福庄",57094,1,0,1,0,1
"定福庄北里院",1988,"定福庄",110318,1,1,1,0,1
"定福庄西里院",2003,"定福庄",110681,1,1,1,0,1
"三间房西里",1993,"定福庄",53433,0,0,0,0,0
"定福景园",1997,"定福庄",101791,1,1,1,1,1
"三间房东路",2008,"定福庄",119949,1,1,0,1,0
"上线",2001,"定福庄",104115,1,1,1,1,0
"十里堡北区",1987,"定福庄",108442,1,1,0,0,1
"天泰苑A区",1991,"定福庄",68037,1,1,0,0,0
"三间房南里院",1984,"定福庄",93951,0,1,0,0,1
"定福庄南里院",1999,"定福庄",58612,1,1,1,0,1
"天泰定福苑",1989,"定福庄",63404,1,0,1,0,1
"大黄庄东路",2009,"定福庄",87496,1,0,1,1,1
"电建南院",2006,"定福庄",87553,1,1,1,0,1
"电建北院",1981,"定福庄",64327,1,1,0,0,0
"妇联小区",2002,"定福庄",35321,1,0,1,1,0
"双桥北内小区",2008,"定福庄",81880,1,0,0,1,0
"东领鉴筑",2002,"定福庄",50645,1,1,1,1,1
"金星小区",2004,"定福庄",56236,0,1,0,1,1
"富力又一城C区",2012,"定福庄",56762,1,0,1,0,1
"双柳巷",1989,"定福庄",62231,1,1,0,0,1
"朝阳旺角",2010,"定福庄",43737,1,0,1,0,1
"玲珑天地",1988,"定慧寺",97561,1,1,0,0,0
"恩济庄缘",2002,"定慧寺",138803,1,1,0,1,1
"安装宿舍",2002,"定慧寺",68026,1,0,1,0,1
"翠微路",2006,"定慧寺",85047,1,1,0,1,0
"瑞新里小区",1996,"定慧寺",91725,1,1,0,0,0
"首师大附中宿舍楼",2003,"定慧寺",63851,1,1,1,0,1
"北京印象",2006,"定慧寺",88114,1,1,0,0,1
"复兴路甲",1975,"定慧寺",65720,0,1,0,0,1
"大件厂宿舍",1983,"定慧寺",53286,1,1,1,1,0
"八宝庄",1992,"定慧寺",53478,1,1,1,0,1
"定慧北里",1992,"定慧寺",58885,1,1,0,0,1
"普惠北里",1997,"定慧寺",61212,1,0,1,1,0
"电信小区",2003,"定慧寺",97294,1,0,0,1,0
"田村院",2000,"定慧寺",34626,1,0,0,1,1
"定慧东里",1984,"定慧寺",49995,1,1,1,1,1
"亮甲店小区",2004,"定慧寺",73200,1,0,1,1,1
"翠微东里",2001,"定慧寺",45246,1,0,1,1,0
"北洼路院",2000,"定慧寺",46872,1,0,1,1,1
"翠微南里",2001,"定慧寺",49307,1,1,1,0,0
"定慧福里",1998,"定慧寺",75591,1,1,0,0,1
"八里庄北里",1988,"定慧寺",91462,1,1,0,1,1
"单店西村",1988,"东坝",54276,1,1,0,0,1
"富北嘉园",1976,"东坝",72753,0,1,1,1,1
"高杨树北里",1999,"东坝",41587,1,0,0,0,1
"宏源公寓",2000,"东坝",67624,0,0,1,1,1
"大山子北里",1998,"东坝",98181,1,1,1,1,0
"大山子西里",1985,"东坝",98370,1,1,1,1,1
"奥林匹克花园二期",2004,"东坝",68479,1,0,1,0,0
"朝阳新城二区",2000,"东坝",98686,1,1,1,0,1
"朝阳新城一区",1989,"东坝",98937,1,1,1,0,1
"吉利家园",1991,"东坝",81124,1,1,1,1,0
"首开常青藤四期",1977,"东坝",64987,0,1,0,0,0
"首开常青藤二期",1981,"东坝",117529,0,1,0,1,0
"上东上层",2004,"东坝",87809,1,1,1,1,1
"奥林匹克花园一期",1992,"东坝",109300,1,1,1,1,0
"望京西园三区",1995,"东坝",41347,1,0,0,1,0
"奥林匹克花园三期",2005,"东坝",44435,1,1,1,0,0
"南里",1995,"东坝",59744,1,1,0,1,1
"复地国际公寓",1998,"东大桥",72546,1,1,1,0,1
"花园北里",2003,"东大桥",90868,1,0,1,0,0
"画家东楼",2005,"东大桥",92009,1,1,0,0,1
"建外三道街",1997,"东大桥",95535,1,0,0,0,1
"瑞安君汇",1986,"东大桥",43616,0,0,1,1,1
"芳草苑公寓",2000,"东大桥",178672,1,1,0,1,1
"嘉华世纪公寓",1983,"东大桥",71046,1,1,1,0,0
"关东店北街",2009,"东大桥",50959,1,0,0,0,1
"华侨村",1986,"东大桥",71216,1,0,0,1,1
"三里屯北",1999,"东大桥",56238,1,0,1,1,0
"甘露西园",2006,"东大桥",183109,1,1,1,1,0
"水碓子西里",1994,"东大桥",52484,1,1,0,0,1
"团结湖北口",1999,"东大桥",61280,1,0,1,1,1
"三里屯东",1990,"东大桥",94218,1,1,0,1,0
"迪阳公寓",1974,"东大桥",68789,0,1,0,0,1
"东大桥东里",2007,"东大桥",114907,1,1,1,1,1
"光辉南里",2006,"东大桥",43368,1,1,0,1,1
"团结湖中路南一条",1983,"东大桥",34170,0,0,1,0,1
"团结湖中路南二条",1982,"东大桥",67188,1,1,1,1,0
"团结湖中路北二条",1989,"东大桥",98957,1,1,0,0,0
"农展南里",1978,"东大桥",48116,0,1,0,1,0
"芳草地西街",1990,"东大桥",113651,1,1,1,0,1
"团结湖北头条",1989,"东大桥",73871,1,1,0,1,0
"团结湖路",2008,"东大桥",74468,1,1,0,1,0
"团结湖中路南三条",2008,"东大桥",74926,1,1,1,1,0
"团结湖北三条",1999,"东大桥",34535,1,0,0,1,1
"工体东路",2004,"东大桥",79235,1,1,1,0,0
"白家庄东里",2008,"东大桥",80504,1,1,1,1,0
"团结湖北二条",1994,"东大桥",37374,0,1,0,1,1
"东大桥路",2003,"东大桥",61931,1,0,0,0,1
"果岭小镇",1988,"东关",83067,0,1,0,0,1
"亢山佳园小区",1994,"东关",101489,0,1,0,1,0
"昌盛园一区",1972,"东关",101050,0,1,0,0,0
"东关北里小区",1987,"东关",118900,1,0,0,0,0
"静心苑",1984,"东关",83779,1,1,1,0,1
"京科苑",2005,"东关",73683,1,0,0,0,0
"北京风景",2002,"东关",73976,0,1,1,0,1
"北街家园五区",2005,"东关",44910,1,1,1,1,0
"上北鑫座",1990,"东关",85262,1,1,1,1,0
"天露园二区",2002,"东关",29747,1,1,0,1,1
"和谐家园一区",1995,"东关",73473,1,1,0,1,0
"龙腾苑二区",2011,"东关",45893,1,1,1,1,0
"和谐家园二区",2009,"东关",52904,1,0,1,1,1
"龙锦苑二区",2010,"东关",66712,1,1,0,1,1
"矩阵二期",1993,"东关",62103,1,0,1,1,0
"龙泽苑东区",1993,"东关",81990,1,1,1,1,0
"北京人家",1996,"东关",74931,1,1,1,0,1
"花市东三条",1989,"东花市",90437,1,1,1,0,1
"龙潭北里六条",1990,"东花市",114742,1,1,1,1,1
"京城仁合",1999,"东花市",80553,1,1,1,0,0
"东花市大街院",1982,"东花市",128316,0,1,1,1,0
"金世纪嘉园",2010,"东花市",34506,1,0,1,1,1
"凯德华玺",2010,"东四",100512,1,1,0,0,1
"美术馆后街",1998,"东四",110096,1,1,0,0,0
"东四十条",2004,"东直门",60110,1,1,0,1,0
"东外公馆",1981,"东直门",61405,1,0,0,1,0
"东直门外小街院",1999,"东直门",62304,1,1,0,1,0
"东中公寓",1986,"东直门",62480,1,1,1,0,0
"官书院",2004,"东直门",79303,1,1,1,1,1
"光彩国际公寓",1997,"东直门",79432,1,1,0,0,0
"国子监街",1980,"东直门",82930,1,1,1,0,1
"海运仓胡同院",2006,"东直门",83591,1,1,1,1,0
"海运仓南里一区",2000,"东直门",83649,1,1,1,1,1
"鸿安国际大厦",1958,"东直门",88798,0,1,0,1,1
"交道口北二条院",1999,"东直门",96209,1,1,1,1,1
"蓝筹名座",1984,"东直门",102195,1,1,0,0,0
"申航小区",1999,"东直门",55281,1,1,0,0,0
"石灯胡同院",1999,"东直门",60906,1,1,0,1,0
"首开铂郡院",2008,"东直门",67987,1,1,1,0,0
"太庄南里",1991,"东直门",76306,0,1,0,1,0
"王家园胡同院",2012,"东直门",83201,1,1,1,1,1
"北新仓胡同",1988,"东直门",98400,1,0,0,0,0
"藏经馆胡同院",2008,"东直门",99879,1,0,1,1,1
"东直门内北小街",1987,"东直门",131589,1,1,1,0,1
"后永康胡同院",2000,"东直门",62684,1,1,1,1,1
"后永康胡同院院",2000,"东直门",62951,1,0,0,0,1
"民安小区民安街",2013,"东直门",110210,1,1,1,0,0
"三里屯北小街",2004,"东直门",46679,1,1,0,0,1
"三里屯南",2009,"东直门",46808,1,1,0,1,1
"春秀路",2011,"东直门",101192,1,1,0,0,1
"当代MOMA",1984,"东直门",103858,1,1,1,1,0
"工体西里",1986,"东直门",48515,1,0,0,1,0
"民安小区东扬威街",1985,"东直门",126113,1,1,1,1,1
"白菜湾社区",1982,"东直门",82911,1,1,1,1,0
"椿树馆街院",1988,"东直门",94525,0,1,1,0,0
"东直门北大街",1990,"东直门",111329,1,1,0,0,0
"菊儿胡同",1999,"东直门",76694,1,1,0,0,0
"十字坡西里",2000,"东直门",37479,0,0,0,1,1
"北官胡同院",2002,"东直门",73675,1,1,0,0,0
"东直门内北小街院",1989,"东直门",94189,1,1,0,1,1
"首开幸福广场",1988,"东直门",125254,1,1,1,0,0
"大成郡若晨园",2009,"东直门",64797,1,0,1,1,1
"海晟名苑",2008,"东直门",89347,1,0,1,0,1
"惠新西街小区",1980,"东直门",57658,1,1,0,0,0
"土儿胡同",2003,"东直门",98739,1,1,0,0,1
"胡家园小区",1991,"东直门",52166,1,0,1,0,0
"华尔街观典",1979,"东直门",90270,1,1,0,0,0
"嘉润花园",2003,"东直门",102068,1,1,1,1,1
"东村家园",1980,"东直门",100448,1,1,1,1,0
